#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="CoalescentConstant.t:complete_rand_1" spec="beast.evolution.tree.coalescent.Coalescent">
#            <populationModel id="ConstantPopulation.t:complete_rand_1" spec="beast.evolution.tree.coalescent.ConstantPopulation">
#                <parameter id="popSize.t:complete_rand_1" name="popSize">0.3</parameter>
#            </populationModel>
#            <treeIntervals id="TreeIntervals.t:complete_rand_1" spec="beast.evolution.tree.coalescent.TreeIntervals">
#                <tree id="Tree.t:complete_rand_1">
#                    <trait id="dateTrait.t:complete_rand_1" spec="beast.evolution.tree.TraitSet" traitname="date-backward">
#                         DQ910745_2003=2003,
#DQ988106_2004=2004,
#DQ115534_1925=2000,
#DQ910740_2003=2002,
#DQ910732_2002=2005,
#DQ910734_2002=1990,
#DQ910739_2002=2003,
#DQ910756_2004=2003,
#DQ988084_2002=2004,
#DQ910760_2004=2004,
#DQ910733_2002=2003,
#DQ988085_2002=2002,
#DQ988083_2002=2004,
#DQ988086_2002=2002,
#DQ910735_2002=2003,
#DQ910736_2002=2002,
#DQ910738_2002=2004,
#DQ910748_2003=2002,
#DQ988094_2003=1925,
#DQ910742_2003=2004,
#DQ910758_2004=2000,
#DQ988092_2003=2002,
#DQ910741_2003=2003,
#DQ988093_2003=2002,
#DQ988104_2004=2003,
#DQ988108_2004=2002,
#DQ910731_2002=2003,
#DQ988082_2002=2002,
#DQ910730_2002=2003,
#AF235168_2000=2003,
#DQ115527_1990=2002,
#DQ115529_1990=2002,
#DQ988091_2003=2003,
#EF521830_2000=2003,
#DQ988097_2003=2003,
#DQ988099_2003=2004,
#EF521848_2000=2002,
#DQ988090_2003=2003,
#EF521839_2000=2006,
#DQ910754_2003=2004,
#DQ910747_2003=2002,
#DQ910753_2003=2003,
#EF521827_2000=2002,
#DQ910751_2003=2004,
#DQ910752_2003=2004,
#DQ988087_2002=2003,
#DQ988088_2002=2001,
#DQ988095_2003=2003,
#DQ988089_2003=2004,
#DQ988102_2004=2000,
#DQ988096_2003=2005,
#DQ910744_2003=2004,
#DQ910746_2003=2003,
#DQ910743_2003=2003,
#DQ910737_2002=2003,
#DQ910749_2003=2003,
#DQ910755_2004=2003,
#DQ910757_2004=1990,
#DQ910759_2004=2002,
#DQ910761_2004=2004,
#DQ910750_2003=2002,
#DQ988100_2003=2002,
#DQ988098_2003=2002,
#DQ988103_2004=2005,
#DQ988101_2003=2002,
#DQ988105_2004=2003,
#DQ988107_2004=2003,
#DQ631858_2003=2000,
#EF408186_2005=2002,
#EF408187_2005=2003,
#AY450425_2001=2003,
#EF372272_2006=2000,
#DQ631860_2002=2003,
#DQ631859_2002=2003,
#DQ631861_2002=2004,
#EF408188_2005=2003    
#                         <taxa id="TaxonSet.complete_rand_1" spec="beast.evolution.alignment.TaxonSet">
#                        </taxa>
#                    </trait>
#                    <taxonset idref="TaxonSet.complete_rand_1"/>
#                </tree>
#            </treeIntervals>
#        </distribution>
#        <prior id="PopSizePrior.t:complete_rand_1" name="distribution" x="@popSize.t:complete_rand_1">
#            <OneOnX id="OneOnX.0" name="distr"/>
#        </prior>
#        <prior id="MeanRatePrior.c:complete_rand_1" name="distribution">
#            <parameter id="ucldMean.c:complete_rand_1" name="x">1.0</parameter>
#            <Uniform id="Uniform.0" name="distr" upper="Infinity"/>
#        </prior>
#        <prior id="ucldStdevPrior.c:complete_rand_1" name="distribution">
#            <parameter id="ucldStdev.c:complete_rand_1" lower="0.0" name="x" upper="5.0">0.5</parameter>
#            <Exponential id="Exponential.0" name="distr">
#                <parameter estimate="false" id="RealParameter.0" name="mean">0.3333</parameter>
#            </Exponential>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution">
#        <distribution data="@complete_rand_1" id="treeLikelihood.complete_rand_1" spec="beast.evolution.likelihood.TreeLikelihood" tree="@Tree.t:complete_rand_1">
#            <siteModel id="SiteModel.s:complete_rand_1" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:complete_rand_1" name="mutationRate">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:complete_rand_1" name="shape">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:complete_rand_1" lower="0.0" name="proportionInvariant" upper="1.0">0.0</parameter>
#                <substModel id="JC69.s:complete_rand_1" spec="beast.evolution.substitutionmodel.JukesCantor"/>
#            </siteModel>
#            <branchRateModel clock.rate="@ucldMean.c:complete_rand_1" id="RelaxedClock.c:complete_rand_1" spec="beast.evolution.branchratemodel.UCRelaxedClockModel" tree="@Tree.t:complete_rand_1">
#                <LogNormal S="@ucldStdev.c:complete_rand_1" id="LogNormalDistributionModel.c:complete_rand_1" meanInRealSpace="true" name="distr">
#                    <parameter estimate="false" id="RealParameter.01" lower="0.0" name="M" upper="1.0">1.0</parameter>
#                </LogNormal>
#                <rateCategories dimension="150" id="rateCategories.c:complete_rand_1" spec="beast.core.parameter.IntegerParameter">1</rateCategories>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood	TreeHeight	ucldMean	ucldStdev	rate.mean	rate.variance	rate.coefficientOfVariation	popSize	CoalescentConstant	
0	-12239.565884671309	-12091.511684378906	-148.05420029240273	-12091.511684378906	82.3966948268785	1.0	0.5673529011295535	0.7210526098363862	0.36537900843847554	0.6056232864546927	0.3	-148.65465646411582	
1000	-5423.8663791165545	-5288.738147792748	-135.1282313238058	-5288.738147792748	83.18179556167048	0.8761222681237256	2.467915332103555	0.026714662106765614	1.5127718748689478	3.5928969616622846	1.9087737178511301	-128.17599616919037	
2000	-4771.249396664747	-4597.956649443348	-173.2927472213986	-4597.956649443348	82.64795043835007	0.7142646372877789	2.467915332103555	0.021550241559904582	1.0129286782186135	3.5208852832462476	3.174327585432108	-165.83187724431252	
3000	-4466.187952425689	-4285.4700780962985	-180.71787432939067	-4285.4700780962985	82.64795043835007	0.6813056961082287	2.648435597203017	0.018173030005609003	0.7961792618531158	4.2283564779876395	3.4618569170897713	-172.6286800949623	
4000	-4139.81137777775	-3960.476153119538	-179.33522465821142	-3960.476153119538	83.6543635080854	0.6725721283432118	2.648435597203017	0.017551442270933883	0.3927342710291392	3.424602000231632	3.8577738247035227	-171.13774526237765	
5000	-3689.193845434572	-3504.4252189553017	-184.76862647927004	-3504.4252189553017	82.72288173200495	0.6725721283432118	2.648435597203017	0.015289839913161053	0.2949146648203019	3.343652255565829	3.3004235534120325	-176.7271865614341	
6000	-3491.3969712019193	-3308.3395630338377	-183.05740816808137	-3308.3395630338377	82.72288173200495	0.5236061797132879	2.5975342339718788	0.013629582310654089	0.18181727775182915	3.650513856631078	3.876405778428214	-175.00783004308428	
7000	-3311.9665028680133	-3125.1518975434965	-186.81460532451678	-3125.1518975434965	82.86053830455593	0.5294880546497528	2.629212371481679	0.01302568721051324	0.15865755046742677	3.8566297883775498	3.7679085791719213	-178.69837156715252	
8000	-3290.5085970557134	-3098.4167726396536	-192.0918244160598	-3098.4167726396536	83.9729494020132	0.49912314073045316	2.629212371481679	0.012767649252658447	0.13190117647273272	4.038568286964338	4.269878933149886	-183.8505252787412	
9000	-3204.9241757642953	-3018.0979290423293	-186.82624672196602	-3018.0979290423293	83.9729494020132	0.45822847885373896	2.617721430814538	0.011543585996967556	0.1114680124839604	3.995901450319415	4.479623476243509	-178.5714703308086	
10000	-3183.6599996607265	-2998.0245048392107	-185.63549482151558	-2998.0245048392107	83.9729494020132	0.46900910974096544	2.5822626384464336	0.012173736319280573	0.12284260672584793	4.027476467349279	3.288931692150452	-177.79608164516327	
11000	-3082.614039594738	-2901.4040681267456	-181.20997146799243	-2901.4040681267456	84.25385225735864	0.49535654847948346	2.63534241631582	0.011789713385265315	0.12727496553183956	4.036609432661881	3.729806690957073	-173.0855094240883	
12000	-3067.325763474935	-2891.012485594799	-176.31327788013613	-2891.012485594799	84.12245451730669	0.4969375650317444	2.6587048463063008	0.012180694337722233	0.12383318652425186	4.187708675916787	3.3451339186515887	-168.22757121541255	
13000	-3008.0068956534537	-2833.5175378028684	-174.48935785058535	-2833.5175378028684	84.07428718388563	0.4969375650317444	2.6587048463063008	0.011418899595492128	0.04908547670067205	3.4167284084841367	3.7349132409942842	-166.29343332444634	
14000	-2994.855313928951	-2813.8555332640653	-180.99978066488566	-2813.8555332640653	83.87641759610534	0.5233943854888552	2.6587048463063008	0.011577444829573706	0.05653394342571354	3.342962110204992	3.6189984118458294	-172.83538342266854	
15000	-2923.23849102718	-2738.3885769460844	-184.84991408109542	-2738.3885769460844	83.87641759610534	0.5233943854888552	2.719538876065038	0.010342717002783736	0.04931977336503045	3.4436100081021426	3.498477032711319	-176.53686606302534	
16000	-2911.790502085596	-2734.947759868299	-176.84274221729726	-2734.947759868299	83.87641759610534	0.5233943854888552	2.719538876065038	0.010774121695806412	0.047156430744195364	3.4939848541656873	3.9499270109697955	-168.40832483900664	
17000	-2909.3027006041184	-2728.4759008992287	-180.8267997048897	-2728.4759008992287	83.87641759610534	0.5233943854888552	2.719538876065038	0.010505225027169876	0.03398763858438349	3.2712618062534635	3.8652877882567567	-172.4140432877462	
18000	-2897.387752714893	-2722.501764334552	-174.88598838034105	-2722.501764334552	83.87641759610534	0.5233943854888552	2.719538876065038	0.011019004455356692	0.033423089430862106	3.2238500918785133	3.08828435260717	-166.6976523915359	
19000	-2907.8925595225546	-2731.157466175092	-176.73509334746245	-2731.157466175092	83.87641759610534	0.5233943854888552	2.719538876065038	0.011014448811981777	0.031179795897353084	3.191187646237722	3.2901207256175624	-168.483448810858	
20000	-2857.13789889056	-2664.7340413445017	-192.40385754605808	-2664.7340413445017	83.87641759610534	0.5233943854888552	2.747613113967794	0.0115330873499448	0.0316887044830575	3.1272448155691857	4.437228310850185	-183.76887620424904	
21000	-2837.4559837852644	-2649.2650162693376	-188.19096751592684	-2649.2650162693376	83.96739648122795	0.5233943854888552	2.865231255499631	0.009341092725345872	0.021685028553989533	3.021965702489021	3.917375033840563	-179.32770459248133	
22000	-2828.014759116818	-2633.226491930889	-194.78826718592902	-2633.226491930889	83.83337856404609	0.5233943854888552	2.845277267699645	0.010500734155178926	0.02301188734839748	3.0290014601381645	4.377754928491639	-185.8737579883774	
23000	-2803.0151506094244	-2609.037818970474	-193.97733163895037	-2609.037818970474	83.83337856404609	0.5233943854888552	2.8567798132452684	0.010706322783297278	0.022258062001678753	3.072839437480671	3.925925640409448	-185.13724521784525	
