"X49501000" "X.2881.3817967638265" "X.3110.3126711917466" "X228.9308744279203" "X.3110.3126711917466.1" "X4.002953090186211" "X0.21246796089749237" "X2.42490457392931" "X0.006006810040706036" "X0.4231481759614612" "X4.155758945965767" "X0.0035520827251020776" "X229.46738223576764"
49502000 -2879.96499232983 -3108.68262654642 228.717634216595 -3108.68262654642 4.00295309018621 0.0143896520990673 2.27679038888745 0.00505673481785425 0.0520559222906993 2.79177586864745 0.00242673107029291 228.428766029178
49503000 -2878.87610409031 -3109.88707374185 231.010969651544 -3109.88707374185 4.00295309018621 0.0168223569531825 2.27679038888745 0.00576627007788304 0.0380763419873627 2.60171578141676 0.0024674504191666 230.738741749557
49504000 -2877.67928502178 -3108.62763221517 230.948347193394 -3108.62763221517 4.00295309018621 0.0208914071699301 2.36665814788747 0.00578813044486188 0.0739839972167935 2.9926464041961 0.00297988289542168 231.134448135764
49505000 -2878.51181281723 -3106.72426287325 228.212450056015 -3106.72426287325 4.00295309018621 0.0282658313867669 2.44256940818001 0.00622741998627256 0.121585066195017 4.00300518697105 0.00359172616365274 228.813056464482
49506000 -2877.38138019329 -3104.40851101628 227.027130822994 -3104.40851101628 4.00295309018621 0.0304895520520721 2.44256940818001 0.0074349209642472 0.0798391169271708 2.80733509779345 0.00331213332201385 227.546696808935
49507000 -2876.9429265328 -3111.45336317286 234.51043664006 -3111.45336317286 4.00295309018621 0.0304895520520721 2.52932280846774 0.00602813832887171 0.0824700694478637 2.78552238075032 0.00285357657156504 235.141269510439
49508000 -2891.14350743707 -3113.991761896 222.848254458928 -3113.991761896 4.00295309018621 0.0330110710358848 2.52932280846774 0.00690067607763319 0.0747921357634487 2.85855247844784 0.0040703578020232 223.834245092046
49509000 -2878.18845985268 -3107.42380349063 229.235343637953 -3107.42380349063 4.00295309018621 0.0330992172140661 2.59248436056817 0.00707138983733842 0.114933073348063 3.68576270002194 0.00389746781524971 230.36743403422
49510000 -2882.96553851711 -3107.86974343851 224.904204921403 -3107.86974343851 4.00295309018621 0.0376993822497062 2.59248436056817 0.00790595450444061 0.0317191313732467 2.26111549330492 0.00350218415264244 225.92935507102
49511000 -2892.85737633962 -3115.46271766008 222.605341320461 -3115.46271766008 4.00295309018621 0.0225106394485808 2.59248436056817 0.00510624740975109 0.400566809937913 5.05874868969606 0.00399574697432879 223.76233519165
49512000 -2871.16371162863 -3112.29341768587 241.129706057232 -3112.29341768587 4.00295309018621 0.0225106394485808 2.59248436056817 0.00691836558632226 0.0700027762731021 3.38304823334261 0.00317012189930412 242.055239430565
49513000 -2860.32250826478 -3105.64206691624 245.319558651462 -3105.64206691624 4.00295309018621 0.0233341725185885 2.61226305711232 0.00722302791454338 0.457440026938784 4.85831474519705 0.00215463856377673 245.918286997105
49514000 -2863.09277737728 -3105.61696577393 242.524188396652 -3105.61696577393 4.00295309018621 0.0233341725185885 2.61226305711232 0.00707394597514663 0.00680960730090829 2.0943625619779 0.00236395802531623 243.215631096229
49515000 -2871.34965855943 -3109.40759560203 238.057937042603 -3109.40759560203 4.00295309018621 0.0208681571066516 2.61226305711232 0.00644758544065981 0.0154148910813157 2.60454699981312 0.00318603775202075 239.047820459347
49516000 -2881.69314600025 -3108.55181478461 226.858668784366 -3108.55181478461 4.00295309018621 0.022758426819563 2.61226305711232 0.00705377666465457 0.0192845531953653 3.20423659035964 0.00322513859385374 227.860750064508
49517000 -2877.63624928647 -3112.79751389783 235.161264611364 -3112.79751389783 4.00295309018621 0.0230756366858985 2.66901152284632 0.00666033569969555 0.0062443875014293 2.24659330834125 0.00274907390647231 236.173896484466
49518000 -2888.10994480593 -3112.36766183165 224.257717025713 -3112.36766183165 4.00295309018621 0.0341482014683016 2.76882659398353 0.00765112507534858 0.849440347223159 6.75035028424242 0.00333402609593608 225.762740577578
49519000 -2873.18083852546 -3113.97627910877 240.795440583308 -3113.97627910877 4.00295309018621 0.0324860259733562 2.87766223167658 0.00642436341549676 0.788279366770412 6.48405223882794 0.00309708146658839 242.553283296341
49520000 -2862.9817873405 -3110.16183614512 247.180048804622 -3110.16183614512 4.00295309018621 0.0259794443463709 2.86145748969427 0.00563220083773028 0.509218992216956 6.14072739608102 0.00196541598777483 248.434516145683
49521000 -2869.36011927467 -3116.86357612011 247.503456845444 -3116.86357612011 4.00295309018621 0.0387403851564691 2.96849981845311 0.00680729815990644 1.11426613313856 5.85720445223864 0.0025501498366137 249.339531484062
49522000 -2862.43484625942 -3107.44801967852 245.013173419099 -3107.44801967852 4.00295309018621 0.0387403851564691 2.96849981845311 0.00651928046831911 0.255159384717764 4.03641845359959 0.00244126966122293 246.805614197746
49523000 -2863.12677804607 -3110.41260926256 247.285831216486 -3110.41260926256 4.00295309018621 0.039885060784759 2.96849981845311 0.00658390385915092 2.1140196363124 4.74164850824655 0.00262452902703499 249.150655199878
49524000 -2866.10379294801 -3103.68181508745 237.57802213944 -3103.68181508745 4.00295309018621 0.039885060784759 2.96849981845311 0.00610838488071202 1.0648818290404 5.66790061949501 0.00326228254274677 239.660371778021
49525000 -2872.341040933 -3104.52909558018 232.188054647182 -3104.52909558018 4.00295309018621 0.0190387009023603 2.91753959812571 0.00546452971360243 0.281336380871763 5.1448227857831 0.00278673999612588 233.959953670804
49526000 -2861.8005886828 -3103.31875414251 241.518165459713 -3103.31875414251 4.00295309018621 0.0225830493189434 2.91753959812571 0.00638721223658023 0.3784767348524 4.97173271014423 0.00281933305371584 243.301692382058
49527000 -2863.74095747561 -3102.19257960258 238.451622126969 -3102.19257960258 4.00295309018621 0.0228950907204408 2.91753959812571 0.00588720613308649 0.0913098250516831 3.04568454983557 0.00271353931509694 240.19690250123
49528000 -2858.72267751099 -3104.18757968179 245.464902170796 -3104.18757968179 4.00295309018621 0.0185905980249813 2.91753959812571 0.00498607299961861 0.291718426215513 4.38006544246982 0.00271353931509694 247.210182545057
49529000 -2851.77977662349 -3103.64964933437 251.869872710881 -3103.64964933437 4.00295309018621 0.0254431345633921 2.91753959812571 0.00577457937982629 0.544933569364034 4.36121755386678 0.00264108682428038 253.588089790328
49530000 -2854.24411948322 -3109.94277431564 255.698654832418 -3109.94277431564 4.00295309018621 0.0347627195961382 2.89639614934418 0.00834494693136483 0.267532777332321 3.01441173137912 0.00185889721370863 257.002228129582
49531000 -2850.84077397301 -3108.88090128102 258.040127308015 -3108.88090128102 4.00295309018621 0.0222828898286107 2.91298897763473 0.00642423513399404 0.374064085973885 4.62059131987723 0.00214344246760587 259.535913818658
49532000 -2848.44154934847 -3109.20025616688 260.75870681841 -3109.20025616688 4.00295309018621 0.0204093313645967 2.87370442961546 0.00602040631264891 0.321070284365941 4.53911071121321 0.00141667396376662 261.722526577304
49533000 -2838.97413508663 -3106.03068656116 267.05655147453 -3106.03068656116 4.00295309018621 0.0237710601161916 2.87370442961546 0.00744943566311309 0.440806137475558 4.63557507621971 0.00146325361817174 268.052721850156
49534000 -2841.03401908275 -3106.14734268839 265.113323605637 -3106.14734268839 4.00295309018621 0.0189894258788942 2.83997425640975 0.00619906771421758 0.287973300241726 4.42717683062467 0.00128819231316023 265.880870807697
49535000 -2841.64189275486 -3105.44945140299 263.807558648136 -3105.44945140299 4.00295309018621 0.0240490265212778 2.83997425640975 0.00716043598012286 0.482038489524404 4.54573118541104 0.00176781611580212 264.891610874106
49536000 -2841.94102674899 -3113.81179057623 271.870763827237 -3113.81179057623 4.00295309018621 0.0167271452309973 2.83997425640975 0.00594391082128498 0.223526097121125 4.32713403738381 0.00140554945569128 272.725499399304
49537000 -2836.6699483093 -3106.36642637707 269.696478067774 -3106.36642637707 4.00295309018621 0.0304358246334068 2.98687245520199 0.0082568665669781 0.656779417706204 4.82430860741039 0.00151507358332714 271.066988019716
49538000 -2846.37395832425 -3103.55514504531 257.181186721069 -3103.55514504531 4.00295309018621 0.0282298585793591 3.01356675374773 0.00723823380387347 0.521413678011091 5.09495723363508 0.00182939205164722 258.820307269548
49539000 -2845.73346520714 -3100.36412348808 254.630658280939 -3100.36412348808 4.00295309018621 0.026721032532712 3.00577822533833 0.00673452292716723 0.091426584505814 3.30490998831845 0.00236779478752486 256.504386260547
49540000 -2846.49408832511 -3104.89949837831 258.405410053196 -3104.89949837831 4.00295309018621 0.0322053924559681 2.98121040426762 0.00854072391042027 0.727621799650854 5.20200218285092 0.00186445709562027 259.966438055089
49541000 -2845.8047412033 -3100.53630913376 254.731567930459 -3100.53630913376 4.00295309018621 0.0209009326487828 2.98121040426762 0.00565809912721144 0.304523390662807 5.62455482682806 0.0019030767546847 256.313097944197
49542000 -2848.36721524148 -3101.88674131609 253.519526074605 -3101.88674131609 4.00295309018621 0.0204152941856642 2.91023501800209 0.00606839588891075 0.835982351996788 4.39898671065664 0.00165187949062044 254.746550438654
49543000 -2846.04842098986 -3104.38844946415 258.340028474286 -3104.38844946415 4.00295309018621 0.0228862387323212 2.91023501800209 0.0073983571781643 1.02641457292997 4.81207435820328 0.00175754535788409 259.629057266017
49544000 -2848.87000060482 -3100.34768670402 251.477686099199 -3100.34768670402 4.00295309018621 0.0248895263408202 2.91023501800209 0.00676119879666359 1.21473924211714 4.7307545136076 0.00212866320256775 252.958290916643
49545000 -2850.95100689211 -3103.20993634089 252.258929448777 -3103.20993634089 4.00295309018621 0.0200379526512401 2.91023501800209 0.0056430725988426 0.570808308202561 4.42556776956704 0.0022802319052887 253.808317238594
49546000 -2855.49379189952 -3102.16755715472 246.673765255206 -3102.16755715472 4.00295309018621 0.0264221064046815 2.91023501800209 0.00714096970065757 1.00273833821699 4.41265704668434 0.00269520111926507 248.390348722774
49547000 -2859.22599519757 -3106.99638341528 247.770388217713 -3106.99638341528 4.00295309018621 0.0099850103918407 2.7288034340673 0.00412392523634515 0.157928098024547 4.19462342023723 0.00296481735793358 249.037965101372
49548000 -2861.89052810584 -3104.20083457556 242.310306469718 -3104.20083457556 4.00295309018621 0.0158539171353407 2.7288034340673 0.00602025440853583 0.0727775243643116 3.26892643379693 0.0022147911907286 243.286226050674
49549000 -2868.00390944649 -3107.68364527165 239.679735825164 -3107.68364527165 4.00295309018621 0.015069101782006 2.7288034340673 0.00536485555039393 0.0537048514841862 3.1869845389895 0.0027737284056577 240.8806896876
