"X49501000" "X.2688.7910787417795" "X.3004.123612450906" "X315.33253370912666" "X.3004.123612450906.1" "X4.002072354908736" "X0.9985504101452715" "X3.214781236689896" "X0.004915783127170652" "X5.560480500315359" "X5.841431218894579" "X5.949445208912145E.4" "X316.4520872573864"
49502000 -2686.02716556927 -3003.91468392521 317.887518355946 -3003.91468392521 4.00207235490874 0.079878391593034 3.2147812366899 0.00424790561370359 3.55998056486892 6.19188541935614 0.000621087617671476 319.050075908447
49503000 -2693.76294067635 -3005.93139245944 312.16845178309 -3005.93139245944 4.00207235490874 0.0603115831330765 3.2147812366899 0.00357912904742347 3.67391984083707 5.32775475382424 0.000659877511184924 313.391591401034
49504000 -2702.6197546934 -3010.59559110299 307.975836409592 -3010.59559110299 4.00207235490874 0.0576860495753073 3.2147812366899 0.00360853882667946 4.90058756785782 4.76274631061455 0.000756045821206842 309.335023783258
49505000 -2696.45345179275 -3008.08098012946 311.627528336703 -3008.08098012946 4.00207235490874 0.0576860495753073 3.2147812366899 0.00376993700096829 4.83548211070087 4.76980518621967 0.000620515769116473 312.78916474385
49506000 -2694.99445825975 -3011.41635100517 316.421892745417 -3011.41635100517 4.00207235490874 0.0383725118153194 3.2147812366899 0.00265476732014893 1.53740693836031 4.52720159427862 0.000650950263615922 317.631411373993
49507000 -2687.14345384992 -3011.28802819493 324.144574345016 -3011.28802819493 4.00207235490874 0.0980343722802961 3.2147812366899 0.00622591452386083 6.61237655321691 3.63031878660119 0.000564750046490857 325.212042971946
49508000 -2686.27670882451 -3015.49821472549 329.221505900982 -3015.49821472549 4.00207235490874 0.0980343722802961 3.2147812366899 0.00632151219515431 10.0727688575274 4.03307182631971 0.000439993451195939 330.039351133399
49509000 -2679.53009774894 -3006.27529600439 326.745198255452 -3006.27529600439 4.00207235490874 0.0810438222414963 3.2147812366899 0.00439338069929302 3.95390127097025 4.0698137423856 0.000484373927180107 327.659140829965
49510000 -2676.3897314407 -3011.93037004931 335.540638608614 -3011.93037004931 4.00207235490874 0.113357895437865 3.2147812366899 0.00608212646016903 7.68943861698813 4.31515487247697 0.000355396835281461 336.14495900889
49511000 -2674.63115621887 -3010.35112032819 335.719964109322 -3010.35112032819 4.00207235490874 0.113357895437865 3.2147812366899 0.00583412156625971 7.47968878327444 4.38271368351037 0.000419691756532439 336.490570027397
49512000 -2668.32337011522 -3006.89706633859 338.573696223367 -3006.89706633859 4.00207235490874 0.0818415712842072 3.2147812366899 0.00405604867724159 3.8294028150546 4.85708043373554 0.000369987821157792 339.218251701935
49513000 -2672.19094143088 -3013.78582312989 341.594881699011 -3013.78582312989 4.00207235490874 0.0779746437129004 3.2147812366899 0.0037584809950682 3.64303941426592 4.17711187680016 0.000318610378767199 342.089936061386
49514000 -2677.50127940518 -3010.48180476513 332.980525359946 -3010.48180476513 4.00207235490874 0.0641676447742274 3.2147812366899 0.00370174058659094 6.07021607429508 4.25795760296315 0.00035987266540313 333.597361010875
49515000 -2670.97943030756 -3004.92565583264 333.946225525084 -3004.92565583264 4.00207235490874 0.085822341020558 3.2147812366899 0.00449550673568034 10.6330239732456 5.05672730887651 0.000366680393064891 334.581801519394
49516000 -2665.48137064454 -3006.02855771312 340.547187068585 -3006.02855771312 4.00207235490874 0.0792485943742385 3.2147812366899 0.00432714825635454 3.31187501443543 6.12666903733195 0.000280865242388916 340.9161474477
49517000 -2681.41747696888 -3009.77499196365 328.357514994772 -3009.77499196365 4.00207235490874 0.103541902848025 3.2147812366899 0.00568484538481465 6.36210584913861 4.46291987098803 0.000528081558268093 329.357851122228
49518000 -2681.82109920797 -3008.09235032195 326.271251113983 -3008.09235032195 4.00207235490874 0.0535537277646348 3.2147812366899 0.00293909932458113 1.61168552883112 5.04151378077739 0.000345718285904077 326.847960744069
