#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="CoalescentConstant.t:rand_dat_2" spec="beast.evolution.tree.coalescent.Coalescent">
#            <populationModel id="ConstantPopulation.t:rand_dat_2" spec="beast.evolution.tree.coalescent.ConstantPopulation">
#                <parameter id="popSize.t:rand_dat_2" name="popSize">0.3</parameter>
#            </populationModel>
#            <treeIntervals id="TreeIntervals.t:rand_dat_2" spec="beast.evolution.tree.coalescent.TreeIntervals">
#                <tree id="Tree.t:rand_dat_2">
#                    <trait id="dateTrait.t:rand_dat_2" spec="beast.evolution.tree.TraitSet" traitname="date-backward">
#                         t48_1.15=0.73,
#t17_0.99=0.23,
#t39_0.73=0.08,
#t26_0.73=0.03,
#t13_0.72=0,
#t30_0.72=0.19,
#t45_0.49=0.01,
#t37_0.49=0.72,
#t24_0.45=0.21,
#t40_0.39=0.27,
#t14_0.3=0.1,
#t11_0.28=0.21,
#t15_0=0.1,
#t43_0.27=0.25,
#t5_0.25=0.1,
#t49_0.25=0.04,
#t2_0.24=0.06,
#t33_0.23=0.24,
#t20_0.21=0.09,
#t19_0.21=0.01,
#t22_0.19=0.13,
#t46_0.15=0,
#t4_0.15=0.07,
#t50_0.13=0.04,
#t25_0.13=0.28,
#t8_0.13=0.01,
#t34_0.1=0.05,
#t29_0.1=0.3,
#t28_0.1=0.25,
#t44_0.1=0.45,
#t3_0.09=0.04,
#t9_0.09=0.99,
#t7_0.08=0.05,
#t27_0.07=0.15,
#t23_0.07=0.13,
#t10_0.06=0.1,
#t35_0.06=0.13,
#t38_0.05=0.01,
#t21_0.05=0.72,
#t18_0.04=0.06,
#t6_0.04=0.39,
#t1_0.04=0.07,
#t36_0.03=0.49,
#t42_0.03=0.15,
#t12_0.01=0.73,
#t16_0.01=1.15,
#t47_0.01=0.03,
#t32_0.01=0,
#t41_0=0.49,
#t31_0=0.09    
#                         <taxa id="TaxonSet.rand_dat_2" spec="beast.evolution.alignment.TaxonSet">
#                        </taxa>
#                    </trait>
#                    <taxonset idref="TaxonSet.rand_dat_2"/>
#                </tree>
#            </treeIntervals>
#        </distribution>
#        <prior id="PopSizePrior.t:rand_dat_2" name="distribution" x="@popSize.t:rand_dat_2">
#            <OneOnX id="OneOnX.0" name="distr"/>
#        </prior>
#        <prior id="MeanRatePrior.c:rand_dat_2" name="distribution">
#            <parameter id="ucldMean.c:rand_dat_2" name="x">1.0</parameter>
#            <Uniform id="Uniform.0" name="distr" upper="Infinity"/>
#        </prior>
#        <prior id="ucldStdevPrior.c:rand_dat_2" name="distribution">
#            <parameter id="ucldStdev.c:rand_dat_2" lower="0.0" name="x" upper="5.0">0.5</parameter>
#            <Exponential id="Exponential.0" name="distr">
#                <parameter estimate="false" id="RealParameter.0" name="mean">0.3333</parameter>
#            </Exponential>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution">
#        <distribution data="@rand_dat_2" id="treeLikelihood.rand_dat_2" spec="beast.evolution.likelihood.TreeLikelihood" tree="@Tree.t:rand_dat_2">
#            <siteModel id="SiteModel.s:rand_dat_2" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:rand_dat_2" name="mutationRate">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:rand_dat_2" name="shape">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:rand_dat_2" lower="0.0" name="proportionInvariant" upper="1.0">0.0</parameter>
#                <substModel id="JC69.s:rand_dat_2" spec="beast.evolution.substitutionmodel.JukesCantor"/>
#            </siteModel>
#            <branchRateModel clock.rate="@ucldMean.c:rand_dat_2" id="RelaxedClock.c:rand_dat_2" spec="beast.evolution.branchratemodel.UCRelaxedClockModel" tree="@Tree.t:rand_dat_2">
#                <LogNormal S="@ucldStdev.c:rand_dat_2" id="LogNormalDistributionModel.c:rand_dat_2" meanInRealSpace="true" name="distr">
#                    <parameter estimate="false" id="RealParameter.01" lower="0.0" name="M" upper="1.0">1.0</parameter>
#                </LogNormal>
#                <rateCategories dimension="98" id="rateCategories.c:rand_dat_2" spec="beast.core.parameter.IntegerParameter">1</rateCategories>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood	TreeHeight	ucldMean	ucldStdev	rate.mean	rate.variance	rate.coefficientOfVariation	popSize	CoalescentConstant	
0	-79654.14279951592	-79559.88115640153	-94.26164311437769	-79559.88115640153	3.4294948913872725	1.0	0.5	1.5080851412737704	0.273265450271931	0.523823194389397	0.3	-95.06417819737058	
1000	-49685.21056682206	-49547.19272154692	-138.01784527514118	-49547.19272154692	1.8796959840659324	1.1462218786149307	0.5898248409552452	0.976955681806932	0.5140380909833716	0.6681303459114493	1.701209497088509	-136.81556661383132	
2000	-39959.0280209468	-39822.56570245522	-136.46231849157928	-39822.56570245522	3.9800900147682414	0.8864593973553084	1.219969337581545	0.6913553556442227	1.3402355541650957	1.456575291253517	6.725110607767482	-131.99490837249476	
3000	-34151.42502707531	-34015.89700569928	-135.528021376034	-34015.89700569928	3.409732861603726	0.7738270595482263	1.2191631740112883	0.5482483864162189	0.9008233336268772	1.37637019253325	4.801225858767436	-131.40000708958652	
4000	-32831.54266951966	-32694.69966281754	-136.84300670211488	-32694.69966281754	3.341398043844111	0.7738270595482263	1.2635994072301358	0.5335816955499776	0.8765509275822402	1.5135329714305599	5.3712759061235635	-132.46947617715466	
5000	-31730.75787567526	-31596.63818303209	-134.11969264316997	-31596.63818303209	3.0741964317863433	0.7738270595482263	1.3473304457885793	0.4558035408170634	1.5154502457652665	1.94354720793855	5.455437323721894	-129.47939657450843	
6000	-28878.01794092316	-28746.66438565147	-131.35355527168974	-28746.66438565147	3.300576501486241	0.7000467506972464	1.4138103179798436	0.28823453066700255	1.323692462884209	2.139206689811801	4.551937756620412	-126.69485940302734	
7000	-28423.844008699038	-28292.826919232768	-131.01708946627133	-28292.826919232768	3.245057691578399	0.7000467506972464	1.3904262366025553	0.28285163061922114	0.6943258811996879	1.6432893872992054	4.815612132748977	-126.37224271300083	
8000	-27556.57505832085	-27422.90636090584	-133.66869741500955	-27422.90636090584	3.520165190157761	0.696891387503461	1.4179905757823166	0.271974059752047	1.3053802795771705	2.247493463328336	4.68770576659832	-128.96806925440694	
9000	-26793.261455419968	-26652.983134470138	-140.27832094982952	-26652.983134470138	3.5880304665996863	0.6670389276459017	1.4179905757823166	0.24585165206938916	1.2776020557176333	2.261241396374908	3.921928285935215	-135.7560526339025	
10000	-26630.489829361963	-26491.78827352372	-138.70155583824254	-26491.78827352372	3.726417861901546	0.6670389276459017	1.475693848502559	0.23619178834407767	1.4168402177519386	2.3906653990322897	4.6916968070160605	-133.82694952440573	
11000	-26542.711309302413	-26404.19244264067	-138.5188666617443	-26404.19244264067	3.5799373759344455	0.6670389276459017	1.4719133549887107	0.24738615007066722	1.4179806783509343	2.359012785980526	4.377682122602649	-133.72487788371626	
12000	-26308.370601442224	-26169.676151112897	-138.69445032932657	-26169.676151112897	3.4688932573253197	0.6670389276459017	1.4719133549887107	0.23168993031388121	1.4237901891949927	2.3932871810058285	5.101528896558506	-133.7474406614175	
13000	-26285.69807384772	-26146.778458476318	-138.91961537140244	-26146.778458476318	3.5348782977038473	0.6670389276459017	1.4719133549887107	0.22681064086854358	1.4272500088105093	2.4592519442822094	5.341383291630312	-133.9266613191338	
14000	-26261.825351862033	-26122.297586977205	-139.52776488482957	-26122.297586977205	3.5197633076424486	0.6670389276459017	1.4689709908318875	0.23150898806915668	1.4383441251781897	2.4366683962291034	6.661170110725984	-134.32282830921014	
15000	-26240.150769953347	-26100.361778983814	-139.78899096953316	-26100.361778983814	3.4340855070231893	0.6670389276459017	1.4758051880673717	0.2278329347557332	1.458837708503967	2.4144594811171527	6.4233495892487245	-134.59990518864947	
16000	-26231.27298654789	-26092.18610443685	-139.08688211104214	-26092.18610443685	3.1627771727955403	0.6670389276459017	1.4758051880673717	0.2353857338465525	1.4591019718665277	2.3917031931970674	5.168332003766493	-134.11518604804175	
17000	-26235.719561482587	-26096.698401977552	-139.0211595050347	-26096.698401977552	3.157198679693629	0.6670389276459017	1.4758051880673717	0.24278283243821658	1.4692857138386095	2.401841976047152	5.182077374800639	-134.04680743518242	
18000	-26215.35758975186	-26075.67237865264	-139.68521109921727	-26075.67237865264	3.141181883324851	0.6670389276459017	1.4758051880673717	0.2402673822038093	1.4668120685230543	2.4234903145102833	6.603250010643666	-134.46850308916294	
19000	-26206.620500232308	-26068.088423593046	-138.5320766392615	-26068.088423593046	3.164319415445516	0.6670389276459017	1.4758051880673717	0.23486560599845202	1.468980300602356	2.4085556980015315	5.5960370928691985	-133.4808718976503	
