#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="CoalescentConstant.t:rand_dat_1" spec="beast.evolution.tree.coalescent.Coalescent">
#            <populationModel id="ConstantPopulation.t:rand_dat_1" spec="beast.evolution.tree.coalescent.ConstantPopulation">
#                <parameter id="popSize.t:rand_dat_1" name="popSize">0.3</parameter>
#            </populationModel>
#            <treeIntervals id="TreeIntervals.t:rand_dat_1" spec="beast.evolution.tree.coalescent.TreeIntervals">
#                <tree id="Tree.t:rand_dat_1">
#                    <trait id="dateTrait.t:rand_dat_1" spec="beast.evolution.tree.TraitSet" traitname="date-backward">
#                         t48_1.15=0.28,
#t17_0.99=0.15,
#t39_0.73=0.1,
#t26_0.73=0.13,
#t13_0.72=0.72,
#t30_0.72=0.19,
#t45_0.49=0.21,
#t37_0.49=0.09,
#t24_0.45=0.09,
#t40_0.39=0.1,
#t14_0.3=0,
#t11_0.28=0.01,
#t15_0=0.01,
#t43_0.27=0.1,
#t5_0.25=0.21,
#t49_0.25=0,
#t2_0.24=0.01,
#t33_0.23=0,
#t20_0.21=0.06,
#t19_0.21=0.99,
#t22_0.19=0.49,
#t46_0.15=0.1,
#t4_0.15=0.27,
#t50_0.13=0.01,
#t25_0.13=0.25,
#t8_0.13=0.07,
#t34_0.1=0.72,
#t29_0.1=0.03,
#t28_0.1=0.49,
#t44_0.1=1.15,
#t3_0.09=0.3,
#t9_0.09=0.45,
#t7_0.08=0.39,
#t27_0.07=0.73,
#t23_0.07=0.15,
#t10_0.06=0.04,
#t35_0.06=0.03,
#t38_0.05=0.25,
#t21_0.05=0.24,
#t18_0.04=0.13,
#t6_0.04=0.08,
#t1_0.04=0.05,
#t36_0.03=0.04,
#t42_0.03=0.04,
#t12_0.01=0.05,
#t16_0.01=0.73,
#t47_0.01=0.06,
#t32_0.01=0.07,
#t41_0=0.13,
#t31_0=0.23    
#                         <taxa id="TaxonSet.rand_dat_1" spec="beast.evolution.alignment.TaxonSet">
#                        </taxa>
#                    </trait>
#                    <taxonset idref="TaxonSet.rand_dat_1"/>
#                </tree>
#            </treeIntervals>
#        </distribution>
#        <prior id="PopSizePrior.t:rand_dat_1" name="distribution" x="@popSize.t:rand_dat_1">
#            <OneOnX id="OneOnX.0" name="distr"/>
#        </prior>
#        <prior id="MeanRatePrior.c:rand_dat_1" name="distribution">
#            <parameter id="ucldMean.c:rand_dat_1" name="x">1.0</parameter>
#            <Uniform id="Uniform.0" name="distr" upper="Infinity"/>
#        </prior>
#        <prior id="ucldStdevPrior.c:rand_dat_1" name="distribution">
#            <parameter id="ucldStdev.c:rand_dat_1" lower="0.0" name="x" upper="5.0">0.5</parameter>
#            <Exponential id="Exponential.0" name="distr">
#                <parameter estimate="false" id="RealParameter.0" name="mean">0.3333</parameter>
#            </Exponential>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution">
#        <distribution data="@rand_dat_1" id="treeLikelihood.rand_dat_1" spec="beast.evolution.likelihood.TreeLikelihood" tree="@Tree.t:rand_dat_1">
#            <siteModel id="SiteModel.s:rand_dat_1" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:rand_dat_1" name="mutationRate">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:rand_dat_1" name="shape">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:rand_dat_1" lower="0.0" name="proportionInvariant" upper="1.0">0.0</parameter>
#                <substModel id="JC69.s:rand_dat_1" spec="beast.evolution.substitutionmodel.JukesCantor"/>
#            </siteModel>
#            <branchRateModel clock.rate="@ucldMean.c:rand_dat_1" id="RelaxedClock.c:rand_dat_1" spec="beast.evolution.branchratemodel.UCRelaxedClockModel" tree="@Tree.t:rand_dat_1">
#                <LogNormal S="@ucldStdev.c:rand_dat_1" id="LogNormalDistributionModel.c:rand_dat_1" meanInRealSpace="true" name="distr">
#                    <parameter estimate="false" id="RealParameter.01" lower="0.0" name="M" upper="1.0">1.0</parameter>
#                </LogNormal>
#                <rateCategories dimension="98" id="rateCategories.c:rand_dat_1" spec="beast.core.parameter.IntegerParameter">1</rateCategories>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood	TreeHeight	ucldMean	ucldStdev	rate.mean	rate.variance	rate.coefficientOfVariation	popSize	CoalescentConstant	
0	-79621.97503164952	-79485.80744191412	-136.16758973540476	-79485.80744191412	10.829681688669593	1.0	0.5	1.97155363117019	0.273265450271931	0.523823194389397	0.3	-136.97012481839764	
1000	-46667.139383576796	-46512.94062278704	-154.198760789752	-46512.94062278704	5.3620982220038	0.6953766721438839	0.7964597570232754	0.588534723039467	0.3371614370598217	0.8751691931143303	3.655203641074204	-151.61170304312546	
2000	-39236.33807387298	-39078.10365948049	-158.23441439249035	-39078.10365948049	3.069906111131946	0.6136814472277252	1.1213194565080797	0.3975935269857007	0.4362766460738327	1.2805224416861622	7.572511100273265	-153.94430715737008	
3000	-36815.5900706529	-36657.839073699615	-157.75099695328487	-36657.839073699615	2.690128216133306	0.6188971712924901	1.1213194565080797	0.4483232221045539	0.40775963602828497	1.2846166415944928	6.78761695253809	-153.57031453226105	
4000	-35159.976956137274	-35001.41648892555	-158.56046721172262	-35001.41648892555	2.5318770387599923	0.6071312038031862	1.205472520375898	0.43378833800736066	0.5404683364950162	1.441667130498897	8.173886707738408	-153.94145574136948	
5000	-34485.72945971991	-34324.86451497648	-160.86494474343186	-34324.86451497648	2.464427551920625	0.5553403587754228	1.2252227627796786	0.386756069205839	0.4583035737013576	1.5039601299769283	6.8159190399628296	-156.36836023365532	
6000	-33358.59093336835	-33199.26002727337	-159.33090609498203	-33199.26002727337	2.598606628327172	0.5505138952580846	1.1925292876944316	0.35193754326055626	0.44091252793454183	1.4930291748790767	10.251222030292515	-154.52427581005585	
7000	-32987.65119026708	-32827.710185170115	-159.94100509696526	-32827.710185170115	2.5882014456691924	0.5505138952580846	1.1925292876944316	0.37744752008873633	0.4706169239045668	1.5133591034275475	10.545668962093593	-155.10605648227101	
8000	-31815.45540161428	-31650.021521459243	-165.43388015503575	-31650.021521459243	2.549287280683357	0.5464626391359353	1.2644595650659312	0.25906522469484056	0.5083353480269881	1.6530672602811045	9.903199848281103	-160.44597645578403	
9000	-31248.878286934134	-31083.313169278597	-165.56511765553643	-31083.313169278597	2.5742224995403205	0.549786260069496	1.2644595650659312	0.26691724387441684	0.4111753208795937	1.6178828521751456	9.252779039816602	-160.6451479350608	
10000	-31052.615516546302	-30887.836612388222	-164.7789041580789	-30887.836612388222	2.5296654762067172	0.549786260069496	1.2960385821742775	0.2683144997347862	0.4291905995644212	1.6406030426555174	8.79923909498699	-159.81444660349783	
11000	-30689.525922526067	-30522.402805869093	-167.12311665697436	-30522.402805869093	2.6210055651918633	0.549786260069496	1.2960385821742775	0.28144865254472234	0.4039240955111842	1.6044264887590558	7.8927200438308684	-162.26738353248095	
12000	-30342.310412725412	-30175.10439594	-167.20601678540922	-30175.10439594	2.6155803592780256	0.5428985822991615	1.2960385821742775	0.26016081358658216	0.3714878370860027	1.6234013705888048	11.169984443404854	-162.00299426172717	
13000	-29197.879975104344	-29030.464803548894	-167.41517155545054	-29030.464803548894	2.60932135228886	0.5324620131039273	1.3067794565346411	0.24811305298132447	0.35899280075542067	1.6619424023493343	10.37153321809503	-162.2540885438473	
14000	-28028.61211496151	-27863.4693263748	-165.1427885867085	-27863.4693263748	2.697328240186575	0.5324620131039273	1.3067794565346411	0.2591810815833259	0.35266643528873826	1.7234284461035774	8.47693646716477	-160.18342131886163	
15000	-27329.70754912135	-27164.880276444605	-164.82727267674525	-27164.880276444605	2.6297191329356497	0.5268234143646372	1.3067794565346411	0.22139372154075335	0.3454401072771829	1.842520675461367	8.037254283343426	-159.92116700994828	
16000	-27266.539691007893	-27100.795801802436	-165.74388920545533	-27100.795801802436	2.7438670723581544	0.5290641565582621	1.2932274930627041	0.23273555619930517	0.35013023758905965	1.7954785057267804	10.915444056343441	-160.57235234058456	
17000	-27207.166878226137	-27041.960550654858	-165.20632757127842	-27041.960550654858	2.605293597364874	0.5353891784759357	1.2932274930627041	0.24030173825692058	0.37187251428680307	1.760543805426815	9.181523566367801	-160.20777622201325	
18000	-26763.464201419607	-26600.403990287985	-163.06021113162177	-26600.403990287985	2.60540284066882	0.5174711619508865	1.2932274930627041	0.22284134189187546	0.3186028576117231	1.7222848280384557	9.83550052124132	-157.9928545966679	
19000	-26684.16383794643	-26520.808530460574	-163.35530748585816	-26520.808530460574	2.756406238549911	0.5174711619508865	1.342238415547195	0.24373237327167646	0.3163766726328103	1.849346217266786	8.818372172737938	-158.250064529018	
