"X49501000" "X.2661.0376492639693" "X.3029.711444225036" "X368.6737949610665" "X.3029.711444225036.1" "X4.000203028839095" "X0.2636912168987173" "X2.8232003172741043" "X0.00471223813807671" "X1.504994194183816" "X4.1665040054260265" "X1.8545228385446412E.4" "X367.4528177251189"
49502000 -2670.77806724907 -3030.26069384839 359.482626599326 -3030.26069384839 4.00020302883909 0.0448503760254989 2.8232003172741 0.00423351831985346 0.76354284904112 4.37343293317291 0.000225380320241319 358.456641031733
49503000 -2680.57979982579 -3029.4949606185 348.915160792714 -3029.4949606185 4.00020302883909 0.0563044064940673 2.8232003172741 0.00505943057546019 1.22236301242228 3.89345413957016 0.000314761076531461 348.22319980153
49504000 -2683.4922409589 -3030.26674054476 346.774499585863 -3030.26674054476 4.00020302883909 0.0481622841961525 2.8232003172741 0.00477311036373719 0.893959760050567 3.81354137463892 0.0003539369364047 346.199843482366
49505000 -2683.78620012526 -3029.19771136771 345.411511242451 -3029.19771136771 4.00020302883909 0.0541216632491684 2.8232003172741 0.00541148797166597 1.09979498453029 3.87028621464497 0.000404365024601798 344.97005438371
49506000 -2688.6472468671 -3034.24364033759 345.596393470483 -3034.24364033759 4.00020302883909 0.0616582676707032 2.8232003172741 0.00590954069579225 0.84106694820514 4.0737059557427 0.000382512932704565 345.09938107916
49507000 -2675.12040458458 -3031.22195295309 356.101548368515 -3031.22195295309 4.00020302883909 0.0547565745502959 2.8232003172741 0.00533424769134236 0.6141477160601 4.73569929005696 0.000275935805766778 355.277941764367
49508000 -2688.62042795954 -3029.71827696018 341.097849000645 -3029.71827696018 4.00020302883909 0.0568014646759551 2.8232003172741 0.00467953509254852 1.22440449935953 4.55043083381828 0.000321834021963566 340.428110098543
49509000 -2687.17410637905 -3027.31465123357 340.140544854527 -3027.31465123357 4.00020302883909 0.0586454920449387 2.8232003172741 0.00510342332049793 0.743483861112164 4.23091196439411 0.000338627536100447 339.521670789301
49510000 -2682.14482933016 -3028.06056889618 345.915739566018 -3028.06056889618 4.00020302883909 0.0724230311761274 2.8232003172741 0.0057595626910313 1.1973946334768 4.08211222644853 0.000302084743132911 345.18267229542
49511000 -2674.60188972528 -3028.5846237884 353.982734063118 -3028.5846237884 4.00020302883909 0.051490822933036 2.81052941638651 0.0044004143249477 1.4833882926441 3.67635044550503 0.00021707256550754 352.881174404695
