#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="CoalescentConstant.t:true_dat" spec="beast.evolution.tree.coalescent.Coalescent">
#            <populationModel id="ConstantPopulation.t:true_dat" spec="beast.evolution.tree.coalescent.ConstantPopulation">
#                <parameter id="popSize.t:true_dat" name="popSize">0.3</parameter>
#            </populationModel>
#            <treeIntervals id="TreeIntervals.t:true_dat" spec="beast.evolution.tree.coalescent.TreeIntervals">
#                <tree id="Tree.t:true_dat">
#                    <trait id="dateTrait.t:true_dat" spec="beast.evolution.tree.TraitSet" traitname="date-backward">
#                         A0_0=0,
#A1_0=0,
#A2_0=0,
#A3_0=0,
#A4_0=0,
#A5_0=0,
#A6_0=0,
#A7_0=0,
#A8_0=0,
#A9_0=0,
#B0_1=1,
#B1_1=1,
#B2_1=1,
#B3_1=1,
#B4_1=1,
#B5_1=1,
#B6_1=1,
#B7_1=1,
#B8_1=1,
#B9_1=1,
#C0_2=2,
#C1_2=2,
#C2_2=2,
#C3_2=2,
#C4_2=2,
#C5_2=2,
#C6_2=2,
#C7_2=2,
#C8_2=2,
#C9_2=2,
#D0_3=3,
#D1_3=3,
#D2_3=3,
#D3_3=3,
#D4_3=3,
#D5_3=3,
#D6_3=3,
#D7_3=3,
#D8_3=3,
#D9_3=3,
#E0_4=4,
#E1_4=4,
#E2_4=4,
#E3_4=4,
#E4_4=4,
#E5_4=4,
#E6_4=4,
#E7_4=4,
#E8_4=4,
#E9_4=4    
#                         <taxa id="TaxonSet.true_dat" spec="beast.evolution.alignment.TaxonSet">
#                        </taxa>
#                    </trait>
#                    <taxonset idref="TaxonSet.true_dat"/>
#                </tree>
#            </treeIntervals>
#        </distribution>
#        <prior id="PopSizePrior.t:true_dat" name="distribution" x="@popSize.t:true_dat">
#            <OneOnX id="OneOnX.0" name="distr"/>
#        </prior>
#        <prior id="MeanRatePrior.c:true_dat" name="distribution">
#            <parameter id="ucldMean.c:true_dat" name="x">1.0</parameter>
#            <Uniform id="Uniform.0" name="distr" upper="Infinity"/>
#        </prior>
#        <prior id="ucldStdevPrior.c:true_dat" name="distribution">
#            <parameter id="ucldStdev.c:true_dat" lower="0.0" name="x" upper="5.0">0.5</parameter>
#            <Exponential id="Exponential.0" name="distr">
#                <parameter estimate="false" id="RealParameter.0" name="mean">0.3333</parameter>
#            </Exponential>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution">
#        <distribution data="@true_dat" id="treeLikelihood.true_dat" spec="beast.evolution.likelihood.TreeLikelihood" tree="@Tree.t:true_dat">
#            <siteModel id="SiteModel.s:true_dat" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:true_dat" name="mutationRate">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:true_dat" name="shape">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:true_dat" lower="0.0" name="proportionInvariant" upper="1.0">0.0</parameter>
#                <substModel id="JC69.s:true_dat" spec="beast.evolution.substitutionmodel.JukesCantor"/>
#            </siteModel>
#            <branchRateModel clock.rate="@ucldMean.c:true_dat" id="RelaxedClock.c:true_dat" spec="beast.evolution.branchratemodel.UCRelaxedClockModel" tree="@Tree.t:true_dat">
#                <LogNormal S="@ucldStdev.c:true_dat" id="LogNormalDistributionModel.c:true_dat" meanInRealSpace="true" name="distr">
#                    <parameter estimate="false" id="RealParameter.01" lower="0.0" name="M" upper="1.0">1.0</parameter>
#                </LogNormal>
#                <rateCategories dimension="98" id="rateCategories.c:true_dat" spec="beast.core.parameter.IntegerParameter">1</rateCategories>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood	TreeHeight	ucldMean	ucldStdev	rate.mean	rate.variance	rate.coefficientOfVariation	popSize	CoalescentConstant	
0	-41813.06242020788	-41687.241912868856	-125.82050733902419	-41687.241912868856	8.214134504126577	1.0	0.5	1.5289629521880828	0.273265450271931	0.523823194389397	0.3	-126.62304242201708	
1000	-3645.6033411925127	-3551.1724196549785	-94.43092153753427	-3551.1724196549785	5.022168754092191	2.9316785637465723	4.814816460539781	0.0017824065199405184	0.001180617486570942	5.6514475464474865	2.0245123630737027	-80.37841099698542	
2000	-3316.5272164679454	-3215.6098261075113	-100.91739036043417	-3215.6098261075113	5.199837935954398	3.635201363820671	4.814816460539781	0.0010692779555892017	0.0016746687580662845	7.596546795261952	2.2443295569176724	-86.76180184483728	
3000	-3267.7088466315645	-3164.106569434787	-103.60227719677711	-3164.106569434787	5.199837935954398	3.3079694555576036	4.764864333765739	0.0010520468235768257	0.0018370198672956319	8.039120786759096	2.535257447779107	-89.47467169769212	
4000	-3257.8670443869037	-3159.321511912543	-98.54553247436066	-3159.321511912543	5.208882357057918	1.7031517542884138	4.764864333765739	6.601705203969666E-4	4.8654706014592745E-4	7.959451931360436	2.0586862359599616	-84.62615413465277	
5000	-3259.295919216951	-3148.739866658274	-110.5560525586772	-3148.739866658274	5.229791290213238	2.0608106699105533	4.767692838862463	0.0011138947860479494	7.005909681658177E-4	8.323024120134953	3.2474341309601304	-96.17239069850378	
6000	-3235.6288608354844	-3140.3370861276812	-95.29177470780337	-3140.3370861276812	5.224843528834064	1.870212619754911	4.767692838862463	6.755640749901438E-4	1.4094878470276732E-4	6.996878032491925	1.950691045403356	-81.41779434193245	
7000	-3227.212308978057	-3134.6964845891493	-92.51582438890786	-3134.6964845891493	5.224843528834064	1.4279378220569698	4.767692838862463	9.208960203456681E-4	8.21054270697512E-5	7.2022706612175815	2.1897044847295186	-78.52626111884844	
8000	-3229.0711791699814	-3134.471018048372	-94.60016112160949	-3134.471018048372	5.204388569006592	1.4211331375632805	4.767692838862463	8.46681369824407E-4	8.228386537430849E-5	6.243200115585337	2.1956120604363116	-80.60790359711277	
9000	-3224.8711281253213	-3137.1275871956395	-87.7435409296819	-3137.1275871956395	5.179117463459478	1.4097497800361685	4.767692838862463	7.565723500587511E-4	8.031623979780236E-5	6.750360575177565	1.8193088261129666	-73.93928759277881	
10000	-3218.5527322121443	-3131.427265655225	-87.12546655691933	-3131.427265655225	5.179117463459478	1.4691220312166884	4.739811199816014	8.68955918265285E-4	1.055774849648563E-4	6.071425685176823	1.768817041003293	-73.4330121808394	
11000	-3200.861665613611	-3130.7073671856783	-70.1542984279327	-3130.7073671856783	5.179117463459478	1.035581926531523	4.739811199816014	0.0011283932210261458	5.365679313962438E-5	5.85214643865249	1.3213078995853376	-56.753532957518146	
12000	-3204.6691345240024	-3135.371481242995	-69.29765328100775	-3135.371481242995	5.179117463459478	0.8531071238531299	4.775431981026976	9.45192809034805E-4	3.122320501340933E-5	5.009617805261427	1.2450891528802153	-55.84942972263166	
13000	-3216.238916016595	-3133.7320039356323	-82.50691208096279	-3133.7320039356323	5.206994367932777	1.1910156770402385	4.831884112365995	0.0011334358409718281	4.1879979850004184E-5	5.276348016166541	1.6935248841392296	-68.58171024024922	
14000	-3214.9159690929514	-3134.425738645832	-80.49023044711936	-3134.425738645832	5.206994367932777	1.1302787738683968	4.831884112365995	9.881382692985203E-4	4.179978157745261E-5	4.480694513965741	1.1818807514912395	-66.92473366665386	
15000	-3205.674620105092	-3129.322708516351	-76.35191158874046	-3129.322708516351	5.192669606632149	1.1302787738683968	4.807596742290559	9.956279836347535E-4	5.342991908259121E-5	4.250412764461918	0.9263948202928725	-63.10284599567225	
16000	-3204.8136889216594	-3136.984914232986	-67.8287746886735	-3136.984914232986	5.192669606632149	0.8038008237354353	4.774274972445116	0.001236036982735096	1.2954176417977856E-4	5.395738160542996	1.398662486934772	-54.267713225779666	
