#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="CoalescentConstant.t:rand_dat_1" spec="beast.evolution.tree.coalescent.Coalescent">
#            <populationModel id="ConstantPopulation.t:rand_dat_1" spec="beast.evolution.tree.coalescent.ConstantPopulation">
#                <parameter id="popSize.t:rand_dat_1" name="popSize">0.3</parameter>
#            </populationModel>
#            <treeIntervals id="TreeIntervals.t:rand_dat_1" spec="beast.evolution.tree.coalescent.TreeIntervals">
#                <tree id="Tree.t:rand_dat_1">
#                    <trait id="dateTrait.t:rand_dat_1" spec="beast.evolution.tree.TraitSet" traitname="date-backward">
#                         A0_0=0,
#A1_0=2,
#A2_0=0,
#A3_0=4,
#A4_0=1,
#A5_0=3,
#A6_0=4,
#A7_0=0,
#A8_0=2,
#A9_0=4,
#B0_1=0,
#B1_1=0,
#B2_1=1,
#B3_1=4,
#B4_1=3,
#B5_1=3,
#B6_1=4,
#B7_1=1,
#B8_1=0,
#B9_1=1,
#C0_2=3,
#C1_2=2,
#C2_2=0,
#C3_2=4,
#C4_2=4,
#C5_2=2,
#C6_2=1,
#C7_2=3,
#C8_2=0,
#C9_2=0,
#D0_3=1,
#D1_3=2,
#D2_3=0,
#D3_3=4,
#D4_3=3,
#D5_3=1,
#D6_3=3,
#D7_3=2,
#D8_3=2,
#D9_3=3,
#E0_4=2,
#E1_4=4,
#E2_4=4,
#E3_4=3,
#E4_4=1,
#E5_4=1,
#E6_4=3,
#E7_4=2,
#E8_4=1,
#E9_4=2    
#                         <taxa id="TaxonSet.rand_dat_1" spec="beast.evolution.alignment.TaxonSet">
#                        </taxa>
#                    </trait>
#                    <taxonset idref="TaxonSet.rand_dat_1"/>
#                </tree>
#            </treeIntervals>
#        </distribution>
#        <prior id="PopSizePrior.t:rand_dat_1" name="distribution" x="@popSize.t:rand_dat_1">
#            <OneOnX id="OneOnX.0" name="distr"/>
#        </prior>
#        <prior id="MeanRatePrior.c:rand_dat_1" name="distribution">
#            <parameter id="ucldMean.c:rand_dat_1" name="x">1.0</parameter>
#            <Uniform id="Uniform.0" name="distr" upper="Infinity"/>
#        </prior>
#        <prior id="ucldStdevPrior.c:rand_dat_1" name="distribution">
#            <parameter id="ucldStdev.c:rand_dat_1" lower="0.0" name="x" upper="5.0">0.5</parameter>
#            <Exponential id="Exponential.0" name="distr">
#                <parameter estimate="false" id="RealParameter.0" name="mean">0.3333</parameter>
#            </Exponential>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution">
#        <distribution data="@rand_dat_1" id="treeLikelihood.rand_dat_1" spec="beast.evolution.likelihood.TreeLikelihood" tree="@Tree.t:rand_dat_1">
#            <siteModel id="SiteModel.s:rand_dat_1" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:rand_dat_1" name="mutationRate">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:rand_dat_1" name="shape">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:rand_dat_1" lower="0.0" name="proportionInvariant" upper="1.0">0.0</parameter>
#                <substModel id="JC69.s:rand_dat_1" spec="beast.evolution.substitutionmodel.JukesCantor"/>
#            </siteModel>
#            <branchRateModel clock.rate="@ucldMean.c:rand_dat_1" id="RelaxedClock.c:rand_dat_1" spec="beast.evolution.branchratemodel.UCRelaxedClockModel" tree="@Tree.t:rand_dat_1">
#                <LogNormal S="@ucldStdev.c:rand_dat_1" id="LogNormalDistributionModel.c:rand_dat_1" meanInRealSpace="true" name="distr">
#                    <parameter estimate="false" id="RealParameter.01" lower="0.0" name="M" upper="1.0">1.0</parameter>
#                </LogNormal>
#                <rateCategories dimension="98" id="rateCategories.c:rand_dat_1" spec="beast.core.parameter.IntegerParameter">1</rateCategories>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood	TreeHeight	ucldMean	ucldStdev	rate.mean	rate.variance	rate.coefficientOfVariation	popSize	CoalescentConstant	
0	-37888.19903295989	-37811.03670284384	-77.1623301160501	-37811.03670284384	4.910316961868575	1.0	0.5	1.053779426823205	0.273265450271931	0.523823194389397	0.3	-77.96486519904299	
1000	-3454.0619231810538	-3381.2847010127944	-72.77722216825927	-3381.2847010127944	4.910316961868575	0.8330269839007978	4.724715640873501	0.001585767241969892	0.049791430251929066	9.107896601181913	1.4080013882625795	-59.358198739142	
2000	-3291.632277922313	-3215.4566769042667	-76.17560101804632	-3215.4566769042667	4.910316961868575	1.4520439914355994	4.724715640873501	0.0011538378041575721	0.1513278448700214	9.317823361880636	1.4856681859599286	-62.70288420471656	
3000	-3281.0344286119303	-3205.927281860773	-75.1071467511573	-3205.927281860773	4.910316961868575	1.4520439914355994	4.724715640873501	0.0011737452974326945	0.15134175387762816	9.39455288071304	1.7963063015799032	-61.444562063882046	
4000	-3247.692502840289	-3192.933754677065	-54.75874816322408	-3192.933754677065	4.910316961868575	1.9663603132601364	4.724715640873501	0.0015090838605326124	0.27751378164863955	9.588683844518545	0.8657882028124071	-41.8260109476565	
5000	-3246.697394503261	-3192.4215430656836	-54.275851437577316	-3192.4215430656836	4.910316961868575	1.0164576826928886	4.530763016456999	0.0013512574886260114	0.1648721600497791	9.42031991162077	0.8491824227618722	-41.9443965649853	
6000	-3251.006581720312	-3193.022173325199	-57.98440839511306	-3193.022173325199	4.910316961868575	1.1208570445615504	4.443778684752842	0.0017079543098995785	0.27976402483532975	9.533752495371573	1.0178183509118712	-45.73278990260254	
7000	-3266.969504161542	-3198.5262793858597	-68.44322477568203	-3198.5262793858597	4.910316961868575	1.1208570445615504	4.503431578944251	0.0014446287200304347	0.2228923416180386	9.50903095577345	0.9928293980659141	-56.03748760219069	
8000	-3272.6362556918957	-3179.404982422143	-93.2312732697529	-3179.404982422143	4.9051716413087165	0.7591350495661084	4.503431578944251	9.381878638363388E-4	0.10224696127472416	9.438805299279176	2.200212681551114	-80.02978563287444	
9000	-3275.9230370914097	-3179.255772385292	-96.66726470611759	-3179.255772385292	4.9051716413087165	0.9226476960235227	4.529621640172947	0.001047168737039657	0.13644891578933413	9.292050786555578	2.303947837410564	-83.34112895430833	
10000	-3276.3131162420914	-3179.5350809773868	-96.77803526470443	-3179.5350809773868	4.9051716413087165	0.8585525107791467	4.529621640172947	9.707012683426421E-4	0.11812916515465949	9.317316408749218	1.8828922566859254	-83.65371458638838	
11000	-3266.1392417040624	-3179.5065462534603	-86.632695450602	-3179.5065462534603	4.9051716413087165	0.8585525107791467	4.628821292126239	8.620205878622299E-4	0.07942391506680303	9.158736176962318	1.2615719628359812	-73.61119654970297	
12000	-3273.8276468870044	-3191.4685910132744	-82.35905587372986	-3191.4685910132744	4.9051716413087165	0.996704821342967	4.679561736601522	9.740186896234222E-4	0.08643539394498063	9.56691545982265	1.3471296902469663	-69.11970277507139	
13000	-3270.155502006256	-3185.5429234421017	-84.61257856415432	-3185.5429234421017	4.9051716413087165	0.959071669432617	4.6634888838835495	9.598264610607887E-4	0.08563731621128846	9.65957244014106	1.4719163254581042	-71.33285984501542	
14000	-3268.3502954028295	-3182.7325388215427	-85.6177565812868	-3182.7325388215427	4.9051716413087165	1.196955203359802	4.6634888838835495	0.0010758217328130338	0.13342383928965673	9.43957556740933	1.6306245784126536	-72.23563991835535	
15000	-3266.472072457844	-3180.9437824525157	-85.52829000532827	-3180.9437824525157	4.9051716413087165	1.1142301111064623	4.561938369615732	0.0011856530606550438	0.1750718614382117	9.68673560770389	1.4026118820945732	-72.60148234320434	
16000	-3274.7049550205265	-3183.3207828030463	-91.38417221748013	-3183.3207828030463	4.857178075675053	0.7987315898262826	4.561938369615732	8.523156458054647E-4	0.08997194055055767	9.61420404191348	2.3576403858889194	-77.9380394015388	
17000	-3271.7368940095585	-3187.0297869509463	-84.70710705861195	-3187.0297869509463	4.857178075675053	1.14915816684654	4.732744489962821	8.757730237247314E-4	0.09171877035611967	9.17738433825041	1.3140881240427162	-71.33302293375327	
